title,publish_date,authors,url,keywords,summary,word_count,category,category_confidence,category_alt,category_alt_confidence,,category_clean
10 Best YouTube Alternatives in 2020,2019-07-16 06:50:05+00:00,[],https://nordvpn.com/blog/youtube-alternatives/,"['great', 'upload', 'data', 'youtube', 'alternatives', 'profile', 'videos', 'video', 'best', 'content', '2020', 'looking', 'platform']","DTubeDTube is one of the best privacy-focused video platforms you can use instead of Youtube.
The interface is similar to Youtube, so die-hard Youtube fans won’t find it difficult to move to this platform.
It’s a great YouTube alternative for people looking for funny videos, product reviews or quick how-tos.
Dailymotion allows users to upload content up to 4GB and with a resolution of 1080p, while Youtube tends to compress them.
TEDTED is well known non-profit organization that hosts conferences all around the world, and one of the best youtube alternatives if you're looking for knowledge.",1207,/Arts & Entertainment/Online Media,0.939999998,/Arts & Entertainment/TV & Video/Online Video,0.889999986,,Arts & Entertainment
"Dior, girl-power and Judy Chicago",2020-01-22 08:38:40+00:00,[],https://theartgorgeous.com/dior-judy-chicago-create/?utm_source=Subscribers+from+Website+Formular&utm_campaign=dbcf594f53-EMAIL_CAMPAIGN_2019_06_27_09_21_COPY_01&utm_medium=email&utm_term=0_dfb663f5de-dbcf594f53-88354685,"['girlpower', 'women', 'ruled', 'chicago', 'judy', 'runway', 'place', 'art', 'dior', 'world', 'work']","The project saw Dior’s creative director Maria Grazia Chiuri team up with feminist art icon Judy Chicago to stage a show that paid homage to the female divine.
The whole show took place within a sculpture that Chicago initially proposed in the 1970s, during the height of the feminist movement.
While Chicago and Dior don’t give us any answers, we’re pretty sure that if women did rule the world, it would be a better place indeed.
Referencing Linda Nochlin’s seminal essay Why Have There Been No Great Women Artists, the Dior presentation continued Maria Grazia Chiuri’s long-term commitment to celebrating women, particularly those in the art world.
Dior, girl-power and Judy Chicago, we still can’t get over it!",437,/Arts & Entertainment/Visual Art & Design,0.560000002,/Beauty & Fitness/Fashion & Style/Fashion Designers & Collections,0.50999999,,Arts & Entertainment
How to Build a Low-tech Website?,,['Name Is Required To Post A Comment'],https://www.lowtechmagazine.com/2018/09/how-to-build-a-lowtech-website.html?mc_cid=30b96dc09b&mc_eid=e7c75333ad,"['data', 'battery', 'build', 'power', 'energy', 'web', 'lowtech', 'page', 'solar', 'website', 'server']","Because a website redesign was long overdue — and because we try to practice what we preach — we decided to build a low-tech, self-hosted, and solar-powered version of Low-tech Magazine.
Why a Low-tech Website?
Low-tech Web DesignOur new web design addresses both these issues.
The design features a background colour that indicates the capacity of the solar-charged battery that powers the website server.
Hardware & SoftwareWe wrote two extra articles with more in-depth technical information: How to build a low-tech website: software and hardware, which focuses on the back-end, and How to Build a Low-tech Website: Design Techniques and Process, which focuses on the front-end.",3050,/Business & Industrial/Energy & Utilities,0.610000014,,,,Business & Industrial
"AI-written articles are copyright-protected, rules Chinese court",,"['Newton Media', ""Rory O'Neill""]",https://www.worldipreview.com/news/ai-written-articles-are-copyright-protected-rules-chinese-court-19102,"['aiwritten', 'rules', 'articles', 'improve', 'experience', 'cookies', 'privacy', 'copyrightprotected', 'read', 'chinese', 'ok', 'uses', 'website', 'continue', 'policy', 'court']","This website uses cookies to improve your experience.
Continue if you are OK with this or read more in our privacy policy.",22,/Law & Government,0.579999983,,,,Law & Government
Data Science vs Engineering: Tension Points,,['Ann Spencer'],https://blog.dominodatalab.com/data-science-vs-engineering-tension-points/,"['kind', 'lot', 'theres', 'data', 'learning', 'think', 'thats', 'really', 'tension', 'science', 'going', 'points', 'actually', 'engineering', 'vs']","The more curious you get about more of these pieces and I think that’s kind of fun.
There’s going to be some things that you know, and there’s going to be a bunch of things that you don’t know.
I think that’s truly key.“CommunicationBuilding and hardening communication lines are important when addressing collaboration-oriented tension points.
In a previous life, I was the data editor at O’Reilly Media, focusing on data science and data engineering, which is how I know the panelists.
There’s going to be some things that you know, and there’s going to be a bunch of things that you don’t know.",16302,,,,,,
Art in Ad Places,,[],https://www.artinadplaces.com/,"['public', 'york', 'advertising', 'service', 'places', 'replacing', 'art', 'ad', 'work', 'artwork']","Art in Ad Places is a public service, a campaign replacing outdoor advertising with artwork.
We partner with artists to install their work in payphones across New York City.
Outdoor advertising is pushed on viewers without their consent.
Outdoor advertising marks underutilized venues for other messages.
By replacing advertisements with artwork, Art in Ad Places provides a public service and alternative vision of our public environment.",79,/Arts & Entertainment/Visual Art & Design,0.910000026,,,,Arts & Entertainment
Atlas of Foreign Garbage,5/28/18 0:00,['Hillary Predko'],https://issuu.com/hilbot/docs/atlas,"['national', 'foreign', 'garbage', 'china', 'scrap', 'atlas', 'sword', 'ports', 'operation', 'majority', 'imports', 'lon', 'say']","As 2018 dawned, operation National Sword began and China closed its ports to the majority of scrap imports - that is to say, China is no lon... See More",28,/Business & Industrial/Printing & Publishing,0.75999999,,,,Business & Industrial
The Crazy Hacks One Woman Used to Make Money on Mechanical Turk,,"['Sarah Kessler', 'Sarah Kessle']",https://www.wired.com/story/the-crazy-hacks-one-woman-used-to-make-money-on-mechanical-turk/,"['crazy', 'used', 'minutes', 'task', 'woman', 'good', 'hacks', 'work', 'tasks', 'paid', 'milland', 'mechanical', 'turk', 'money', 'alarm']","St. Martin's PressLaunched in 2005, Mechanical Turk is an online “crowdsourcing” marketplace run by Amazon.
Its clients post work tasks on a dashboard that a “crowd” of independent workers can choose to complete, often for cents apiece.
Sure enough, shortly later, I found a posting on Mechanical Turk for the company that asked workers to label the food.
There were thousands of other Mechanical Turk workers competing with each other to grab the high-paying work, which was assigned to whoever could claim it first.
If a task paid more than 25 cents, a siren would sound.",1015,,,,,,
"If Everyone Hates Spirit Airlines, How Is It Making So Much Money?",2020-01-22 22:52:43.149000+00:00,['Rob Walker'],https://marker.medium.com/if-everyone-hates-spirit-airlines-how-is-it-making-so-much-money-8c7d13472352,"['seats', 'service', 'hates', 'business', 'ran', 'making', 'spirit', 'baldanza', 'airlines', 'left', 'ticket', 'money', 'carriers']","Spirit was a small, privately held regional carrier that had no obvious means of competing with bigger, mainstream rivals from American to Southwest.
When Ben Baldanza, who had spent a couple of decades working for various big carriers, joined Spirit in 2005, it had lost $80 million in the previous 12 months.
But it wasn’t just a lack of “creature comforts,” as Baldanza put it, that set Spirit apart from less ruthless discounters.
This was the era when the carrier’s awful brand became a pop-culture trope, complete with an Onion headline: “FAA Report: Spirit Airlines Is The Fucking Worst.”Part of this was flyers feeling blindsided by the airline’s fees-for-everything approach.
It was an embarrassing moment, but it hardly drove Spirit out of business.",939,/Travel/Air Travel,0.850000024,,,,Travel
Gossiping Is Good,,['Ben Healy'],https://getpocket.com/explore/item/gossiping-is-good,"['talmud', 'share', 'gossiping', 'research', 'university', 'gossip', 'thats', 'good', 'researchers', 'tongue', 'negative', 'v']","It’s a good thing, too, since gossip is pretty pervasive.
A team of Dutch researchers reported that hearing gossip about others made research subjects more reflective; positive gossip inspired self-improvement efforts, and negative gossip made people prouder of themselves.
[6] In another study, the worse participants felt upon hearing a piece of negative gossip, the more likely they were to say they had learned a lesson from it.
[7] Negative gossip can also have a prosocial effect on those who are gossiped about.
[8]By far the most positive assessment of gossip, though, comes courtesy of the anthropologist and evolutionary psychologist Robin Dunbar.",585,,,,,,
The Cost of Avast's Free Antivirus: Companies Can Spy on Your Clicks,,[],https://www.pcmag.com/news/the-cost-of-avasts-free-antivirus-companies-can-spy-on-your-clicks,"['free', 'companies', 'cost', 'collected', 'data', 'users', 'avasts', 'browser', 'spy', 'jumpshot', 'user', 'antivirus', 'privacy', 'company', 'avast', 'clicks']","The 'All Clicks Feed'According to internal documents, Jumpshot offers a variety of products that serve up collected browser data in different ways.
We viewed a snapshot of the collected data, and saw logs featuring queries on mundane, everyday topics.
But documents we obtained show the Jumpshot data possibly going to venture capital firms.
Nevertheless, Avast's Jumpshot division can still collect your browser histories through Avast's main antivirus applications on desktop and mobile.
For this reason, PCMag can no longer recommend Avast Free Antivirus as an Editors' Choice in the category of free antivirus protection.",2224,/Computers & Electronics,0.889999986,,,,Computers & Electronics
This Is How You Live on Swiss Time,,['Taffy Brodesser-Akner'],https://getpocket.com/explore/item/this-is-how-you-live-on-swiss-time,"['id', 'thoughts', 'life', 'live', 'travel', 'thought', 'maybe', 'money', 'monastery', 'thing', 'swiss', 'switzerland']","The prison of travel is that your thoughts about your life remain in the country where you had them.
I sat and looked at the same Sisley and thought maybe I should do something beautiful with my hands, maybe I should do something wordless.
To act so deliberately and without desperation that you could live your life the way you thought it should be lived.
I want to put something good into your brain.”But those, too, are thoughts that live in the monastery of your travel, thoughts that aren’t allowed to emigrate out of the country with you.
As I was running for the cab, I dropped my remaining 90 Swiss francs.",2899,/Travel,0.540000021,,,,Travel
